"tutor","country","availability","tutor_category","school_level","school_year","school_type","course_name"
"4263695704","de","true","2","Realschule","10","Weiterführende Schule","Englisch"
"4263695704","de","true","2","Hauptschule","7","Weiterführende Schule","Englisch"
"4263695704","de","true","2","Realschule","9","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Realschule","6","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Realschule","10","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Realschule","8","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","6","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Realschule","5","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","7","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","5","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","8","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","9","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","10","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","11","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","12","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Gymnasium","13","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Realschule","7","Weiterführende Schule","Französisch"
"4263695704","de","true","2","Realschule","8","Weiterführende Schule","Latein"
"4263695704","de","true","2","Realschule","10","Weiterführende Schule","Latein"
"4263695704","de","true","2","Realschule","7","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","12","Weiterführende Schule","Latein"
"4263695704","de","true","2","Realschule","5","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","11","Weiterführende Schule","Latein"
"4263695704","de","true","2","Realschule","9","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","13","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","9","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","7","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","10","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","5","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","8","Weiterführende Schule","Latein"
"4263695704","de","true","2","Gymnasium","6","Weiterführende Schule","Latein"
"4263695704","de","true","2","Realschule","6","Weiterführende Schule","Latein"
"4263695704","de","true","2","Realschule","7","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","6","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Realschule","8","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","7","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","8","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","5","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Realschule","5","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Hauptschule","5","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Realschule","10","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Realschule","6","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","9","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Hauptschule","10","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","13","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Hauptschule","9","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","12","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Hauptschule","8","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Hauptschule","6","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Hauptschule","7","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","11","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Gymnasium","10","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Realschule","9","Weiterführende Schule","Mathematik"
"4263695704","de","true","2","Realschule","10","Weiterführende Schule","Physik"
"4263695704","de","true","2","Hauptschule","7","Weiterführende Schule","Physik"
"4263695704","de","true","2","Hauptschule","9","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","7","Weiterführende Schule","Physik"
"4263695704","de","true","2","Hauptschule","5","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","13","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","10","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","12","Weiterführende Schule","Physik"
"4263695704","de","true","2","Hauptschule","8","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","9","Weiterführende Schule","Physik"
"4263695704","de","true","2","Hauptschule","10","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","5","Weiterführende Schule","Physik"
"4263695704","de","true","2","Realschule","5","Weiterführende Schule","Physik"
"4263695704","de","true","2","Realschule","9","Weiterführende Schule","Physik"
"4263695704","de","true","2","Realschule","7","Weiterführende Schule","Physik"
"4263695704","de","true","2","Hauptschule","6","Weiterführende Schule","Physik"
"4263695704","de","true","2","Realschule","8","Weiterführende Schule","Physik"
"4263695704","de","true","2","Realschule","6","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","6","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","8","Weiterführende Schule","Physik"
"4263695704","de","true","2","Gymnasium","11","Weiterführende Schule","Physik"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Havo","3","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Groep 1 t/m 8",,"Basisschool","Aardrijkskunde"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Havo","1","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Vwo","3","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Havo","2","Middelbare school","Aardrijkskunde"
"4264623270","nl","true","2","Groep 1 t/m 8",,"Basisschool","Biologie"
"4264623270","nl","true","2","Havo","1","Middelbare school","Biologie"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Biologie"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Biologie"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Biologie"
"4264623270","nl","true","2","Havo","3","Middelbare school","Biologie"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Biologie"
"4264623270","nl","true","2","Havo","2","Middelbare school","Biologie"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Biologie"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Biologie"
"4264623270","nl","true","2","Vwo","3","Middelbare school","Biologie"
"4264623270","nl","true","2","Havo","1","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Engels"
"4264623270","nl","true","2","Havo","5","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","4","Middelbare school","Engels"
"4264623270","nl","true","2","Groep 1 t/m 8",,"Basisschool","Engels"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","3","Middelbare school","Engels"
"4264623270","nl","true","2","Havo","2","Middelbare school","Engels"
"4264623270","nl","true","2","Havo","4","Middelbare school","Engels"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","5","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","6","Middelbare school","Engels"
"4264623270","nl","true","2","Havo","3","Middelbare school","Engels"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Engels"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Engels"
"4264623270","nl","true","2","Vwo","6","Middelbare school","Frans"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Frans"
"4264623270","nl","true","2","Havo","3","Middelbare school","Frans"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Frans"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Frans"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Frans"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Frans"
"4264623270","nl","true","2","Vwo","3","Middelbare school","Frans"
"4264623270","nl","true","2","Havo","5","Middelbare school","Frans"
"4264623270","nl","true","2","Havo","1","Middelbare school","Frans"
"4264623270","nl","true","2","Havo","2","Middelbare school","Frans"
"4264623270","nl","true","2","Vwo","4","Middelbare school","Frans"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Frans"
"4264623270","nl","true","2","Vwo","5","Middelbare school","Frans"
"4264623270","nl","true","2","Havo","4","Middelbare school","Frans"
"4264623270","nl","true","2","Groep 1 t/m 8",,"Basisschool","Geschiedenis"
"4264623270","nl","true","2","Havo","1","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Havo","3","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Havo","2","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vwo","3","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Huiswerkbegeleiding"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Nask"
"4264623270","nl","true","2","Havo","2","Middelbare school","Nask"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Nask"
"4264623270","nl","true","2","Havo","1","Middelbare school","Nask"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Nask"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Nask"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Nask"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Nask"
"4264623270","nl","true","2","Havo","5","Middelbare school","Nederlands"
"4264623270","nl","true","2","Groep 1 t/m 8",,"Basisschool","Nederlands"
"4264623270","nl","true","2","Vwo","3","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vwo","5","Middelbare school","Nederlands"
"4264623270","nl","true","2","Havo","1","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vwo","4","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Nederlands"
"4264623270","nl","true","2","Havo","4","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vwo","6","Middelbare school","Nederlands"
"4264623270","nl","true","2","Havo","3","Middelbare school","Nederlands"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Nederlands"
"4264623270","nl","true","2","Havo","2","Middelbare school","Nederlands"
"4264623270","nl","true","2","Groep 1 t/m 8",,"Basisschool","Rekenen"
"4264623270","nl","true","2","Havo","2","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Vmbo","3","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Vmbo","1","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Havo","1","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Vmbo","4","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Vmbo","2","Middelbare school","Wiskunde onderbouw"
"4264623270","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"4267387876","nl","true","2","Groep 1 t/m 8",,"Basisschool","Aardrijkskunde"
"4267387876","nl","true","2","Havo","2","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","5","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vmbo","1","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Havo","5","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vmbo","2","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vmbo","4","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vmbo","3","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","3","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","1","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Havo","4","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Havo","3","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","6","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","2","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Havo","1","Middelbare school","Aardrijkskunde"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Bedrijfseconomie"
"4267387876","nl","true","2","Havo","4","Middelbare school","Bedrijfseconomie"
"4267387876","nl","true","2","Havo","5","Middelbare school","Bedrijfseconomie"
"4267387876","nl","true","2","Vwo","5","Middelbare school","Bedrijfseconomie"
"4267387876","nl","true","2","Havo","2","Middelbare school","Duits"
"4267387876","nl","true","2","Vwo","1","Middelbare school","Duits"
"4267387876","nl","true","2","Vwo","3","Middelbare school","Duits"
"4267387876","nl","true","2","Vmbo","4","Middelbare school","Duits"
"4267387876","nl","true","2","Havo","5","Middelbare school","Duits"
"4267387876","nl","true","2","Vmbo","2","Middelbare school","Duits"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Duits"
"4267387876","nl","true","2","Vmbo","1","Middelbare school","Duits"
"4267387876","nl","true","2","Havo","3","Middelbare school","Duits"
"4267387876","nl","true","2","Havo","1","Middelbare school","Duits"
"4267387876","nl","true","2","Vmbo","3","Middelbare school","Duits"
"4267387876","nl","true","2","Vwo","2","Middelbare school","Duits"
"4267387876","nl","true","2","Havo","4","Middelbare school","Duits"
"4267387876","nl","true","2","Vwo","3","Middelbare school","Economie"
"4267387876","nl","true","2","Vmbo","3","Middelbare school","Economie"
"4267387876","nl","true","2","Vwo","1","Middelbare school","Economie"
"4267387876","nl","true","2","Havo","2","Middelbare school","Economie"
"4267387876","nl","true","2","Havo","5","Middelbare school","Economie"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Economie"
"4267387876","nl","true","2","Havo","4","Middelbare school","Economie"
"4267387876","nl","true","2","Vmbo","4","Middelbare school","Economie"
"4267387876","nl","true","2","Vmbo","1","Middelbare school","Economie"
"4267387876","nl","true","2","Vmbo","2","Middelbare school","Economie"
"4267387876","nl","true","2","Havo","3","Middelbare school","Economie"
"4267387876","nl","true","2","Havo","1","Middelbare school","Economie"
"4267387876","nl","true","2","Vwo","2","Middelbare school","Economie"
"4267387876","nl","true","2","Havo","4","Middelbare school","Engels"
"4267387876","nl","true","2","Groep 1 t/m 8",,"Basisschool","Engels"
"4267387876","nl","true","2","Havo","2","Middelbare school","Engels"
"4267387876","nl","true","2","Havo","1","Middelbare school","Engels"
"4267387876","nl","true","2","Vwo","2","Middelbare school","Engels"
"4267387876","nl","true","2","Vwo","5","Middelbare school","Engels"
"4267387876","nl","true","2","Vmbo","1","Middelbare school","Engels"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Engels"
"4267387876","nl","true","2","Havo","3","Middelbare school","Engels"
"4267387876","nl","true","2","Vwo","1","Middelbare school","Engels"
"4267387876","nl","true","2","Vmbo","3","Middelbare school","Engels"
"4267387876","nl","true","2","Vwo","3","Middelbare school","Engels"
"4267387876","nl","true","2","Vwo","6","Middelbare school","Engels"
"4267387876","nl","true","2","Havo","5","Middelbare school","Engels"
"4267387876","nl","true","2","Vmbo","4","Middelbare school","Engels"
"4267387876","nl","true","2","Vmbo","2","Middelbare school","Engels"
"4267387876","nl","true","2","Vmbo","3","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vwo","1","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Havo","4","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vmbo","2","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vwo","3","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Havo","2","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vwo","2","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vmbo","1","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Havo","5","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Havo","3","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vmbo","4","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Havo","1","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vwo","6","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Vwo","5","Middelbare school","Geschiedenis"
"4267387876","nl","true","2","Groep 1 t/m 8",,"Basisschool","Geschiedenis"
"4267387876","nl","true","2","Vwo","3","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vwo","1","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Havo","4","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Havo","5","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vmbo","3","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Havo","2","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vmbo","4","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vwo","6","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vmbo","2","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Havo","3","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vmbo","1","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vwo","2","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Havo","1","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vwo","5","Middelbare school","Huiswerkbegeleiding"
"4267387876","nl","true","2","Vwo","4","Middelbare school","Huiswerkbegeleiding"
"4267871794","nl","true","3","Vmbo","3","Middelbare school","Engels"
"4267871794","nl","true","3","Vwo","3","Middelbare school","Engels"
"4267871794","nl","true","3","Vmbo","1","Middelbare school","Engels"
"4267871794","nl","true","3","Havo","5","Middelbare school","Engels"
"4267871794","nl","true","3","Vwo","1","Middelbare school","Engels"
"4267871794","nl","true","3","Vwo","4","Middelbare school","Engels"
"4267871794","nl","true","3","Havo","1","Middelbare school","Engels"
"4267871794","nl","true","3","Vwo","5","Middelbare school","Engels"
"4267871794","nl","true","3","Vmbo","4","Middelbare school","Engels"
"4267871794","nl","true","3","Vwo","6","Middelbare school","Engels"
"4267871794","nl","true","3","Vwo","2","Middelbare school","Engels"
"4267871794","nl","true","3","Havo","3","Middelbare school","Engels"
"4267871794","nl","true","3","Havo","2","Middelbare school","Engels"
"4267871794","nl","true","3","Vmbo","2","Middelbare school","Engels"
"4267871794","nl","true","3","Havo","4","Middelbare school","Engels"
"4268018486","nl","true","3","Havo","2","Middelbare school","Engels"
"4268018486","nl","true","3","Havo","1","Middelbare school","Engels"
"4268018486","nl","true","3","Vmbo","3","Middelbare school","Engels"
"4268018486","nl","true","3","Vwo","1","Middelbare school","Engels"
"4268018486","nl","true","3","Vwo","2","Middelbare school","Engels"
"4268018486","nl","true","3","Vmbo","1","Middelbare school","Engels"
"4268018486","nl","true","3","Vmbo","2","Middelbare school","Engels"
"4268018486","nl","true","3","Havo","3","Middelbare school","Engels"
"4268018486","nl","true","3","Groep 1 t/m 8",,"Basisschool","Nederlands"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Havo","1","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Havo","2","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Aardrijkskunde"
"4268384043","nl","true","2","Havo","1","Middelbare school","Biologie"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Biologie"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Biologie"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Biologie"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Biologie"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Biologie"
"4268384043","nl","true","2","Havo","2","Middelbare school","Biologie"
"4268384043","nl","true","2","Vwo","6","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Havo","1","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vwo","4","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vwo","3","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Havo","4","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Havo","2","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vmbo","4","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Havo","3","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Havo","5","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Vwo","5","Middelbare school","Huiswerkbegeleiding"
"4268384043","nl","true","2","Havo","2","Middelbare school","Nask"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Nask"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Nask"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Nask"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Nask"
"4268384043","nl","true","2","Havo","1","Middelbare school","Nask"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Nask"
"4268384043","nl","true","2","Havo","3","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vmbo","4","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Rekenen"
"4268384043","nl","true","2","Havo","1","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Rekenen"
"4268384043","nl","true","2","Havo","2","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vwo","3","Middelbare school","Rekenen"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Havo","2","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Havo","3","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Havo","1","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Vmbo","4","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Scheikunde"
"4268384043","nl","true","2","Havo","4","Middelbare school","Wiskunde B"
"4268384043","nl","true","2","Havo","1","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vmbo","4","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vmbo","1","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Havo","2","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vwo","3","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Havo","3","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vmbo","3","Middelbare school","Wiskunde onderbouw"
"4268384043","nl","true","2","Vmbo","2","Middelbare school","Wiskunde onderbouw"
"4268638964","nl","true","2","Vwo","1","Middelbare school","Grieks"
"4268638964","nl","true","2","Vwo","2","Middelbare school","Grieks"
"4268638964","nl","true","2","Vwo","2","Middelbare school","Latijn"
"4268638964","nl","true","2","Vwo","1","Middelbare school","Latijn"
"4268638964","nl","true","2","Vwo","3","Middelbare school","Latijn"
"4268638964","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"4268638964","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"4268638964","nl","true","2","Vwo","3","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Groep 1 t/m 8",,"Basisschool","Aardrijkskunde"
"4270507622","nl","true","2","Havo","1","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Havo","3","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Havo","2","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Aardrijkskunde"
"4270507622","nl","true","2","Havo","4","Middelbare school","Bedrijfseconomie"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Bedrijfseconomie"
"4270507622","nl","true","2","Havo","5","Middelbare school","Bedrijfseconomie"
"4270507622","nl","true","2","Vwo","6","Middelbare school","Bedrijfseconomie"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Bedrijfseconomie"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Biologie"
"4270507622","nl","true","2","Havo","1","Middelbare school","Biologie"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Biologie"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Biologie"
"4270507622","nl","true","2","Havo","2","Middelbare school","Biologie"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Biologie"
"4270507622","nl","true","2","Havo","3","Middelbare school","Biologie"
"4270507622","nl","true","2","Groep 1 t/m 8",,"Basisschool","Biologie"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Biologie"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Biologie"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Biologie"
"4270507622","nl","true","2","Havo","4","Middelbare school","Biologie"
"4270507622","nl","true","2","Havo","5","Middelbare school","Biologie"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Biologie"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Biologie"
"4270507622","nl","true","2","Havo","5","Middelbare school","Engels"
